MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
20,RL,11980,Inside,1Fam,5,1987,1987,Plywood,0.0,1433.0,180921.19589041095
60,RL,12361,CulDSac,1Fam,7,1993,1993,VinylSd,0.0,946.0,180921.19589041095
20,RL,7360,Inside,1Fam,5,2010,2010,VinylSd,0.0,1222.0,180921.19589041095
50,RL,14235,Inside,1Fam,8,1900,1993,Wd Sdng,0.0,676.0,180921.19589041095
85,RL,11105,Corner,1Fam,5,1996,1996,VinylSd,0.0,870.0,180921.19589041095
60,RL,9337,Inside,1Fam,5,1997,1998,VinylSd,0.0,878.0,180921.19589041095
20,RL,15240,FR2,1Fam,8,1977,2004,CemntBd,688.0,1026.0,180921.19589041095
20,RL,7480,Inside,1Fam,6,1972,1972,Wd Sdng,0.0,876.0,180921.19589041095
20,RL,10389,Inside,1Fam,5,2003,2003,CemntBd,0.0,1978.0,180921.19589041095
60,RL,9375,Inside,1Fam,5,1997,1997,VinylSd,0.0,1040.0,180921.19589041095
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,180921.19589041095
30,RL,8777,Inside,1Fam,6,1945,2007,VinylSd,0.0,0.0,180921.19589041095
20,RL,8842,Corner,1Fam,6,1954,1954,VinylSd,0.0,381.0,180921.19589041095
20,RL,10044,CulDSac,1Fam,6,1968,1968,MetalSd,0.0,1196.0,180921.19589041095
50,RL,11792,Inside,1Fam,5,1948,1950,VinylSd,0.0,744.0,180921.19589041095
80,RL,6305,Inside,1Fam,6,1975,1975,Plywood,0.0,1008.0,180921.19589041095
20,RL,6410,Inside,1Fam,5,1958,1958,WdShing,0.0,960.0,180921.19589041095
30,RL,4853,Inside,1Fam,6,1924,1999,MetalSd,0.0,1107.0,180921.19589041095
30,RL,7890,Corner,1Fam,6,1939,1950,Wd Sdng,0.0,856.0,180921.19589041095
90,RH,7200,Inside,Duplex,6,1967,1967,Plywood,0.0,0.0,180921.19589041095
50,RL,9839,Inside,1Fam,2,1931,1950,VinylSd,0.0,894.0,180921.19589041095
50,RL,10452,Inside,1Fam,6,1941,1985,Wd Sdng,252.0,1528.0,180921.19589041095
90,RL,15600,Inside,Duplex,6,1950,1991,VinylSd,0.0,1032.0,180921.19589041095
80,RL,19645,FR2,1Fam,6,1994,2007,VinylSd,0.0,423.0,180921.19589041095
120,RM,3907,Inside,TwnhsE,6,1989,1989,HdBoard,0.0,982.0,180921.19589041095
120,RM,3907,Inside,TwnhsE,5,1989,1989,HdBoard,0.0,1191.0,180921.19589041095
30,RM,8154,Inside,1Fam,5,1941,1950,Wd Sdng,0.0,480.0,180921.19589041095
50,RM,9140,Inside,1Fam,5,1921,1975,Wd Sdng,0.0,629.0,180921.19589041095
30,C (all),8712,Corner,1Fam,7,1896,1950,Wd Sdng,0.0,756.0,180921.19589041095
120,RM,3811,Corner,TwnhsE,5,2004,2005,CemntBd,0.0,1594.0,180921.19589041095
60,RL,11050,Inside,1Fam,5,1998,1999,VinylSd,0.0,1049.0,180921.19589041095
80,RL,9620,Inside,1Fam,7,1977,1977,Plywood,0.0,1243.0,180921.19589041095
90,RL,12760,Inside,Duplex,5,1976,1976,Plywood,0.0,1958.0,180921.19589041095
20,RL,11896,Corner,1Fam,5,2008,2008,VinylSd,0.0,1336.0,180921.19589041095
20,RL,9803,Inside,1Fam,5,2009,2010,VinylSd,0.0,1214.0,180921.19589041095
60,RL,9802,Inside,1Fam,5,2006,2007,VinylSd,0.0,384.0,180921.19589041095
20,RL,15300,Inside,1Fam,5,1965,1977,Plywood,0.0,1068.0,180921.19589041095
20,RL,10114,Inside,1Fam,5,2004,2005,VinylSd,0.0,1430.0,180921.19589041095
20,RL,11875,Inside,1Fam,5,1999,1999,VinylSd,0.0,1344.0,180921.19589041095
120,RM,2394,Inside,Twnhs,6,1973,1973,CemntBd,0.0,945.0,180921.19589041095
160,RM,1476,Inside,Twnhs,7,1970,1970,CemntBd,0.0,546.0,180921.19589041095
160,RM,1900,Inside,TwnhsE,4,1970,1970,CemntBd,0.0,546.0,180921.19589041095
160,RM,1890,Inside,TwnhsE,6,1972,1972,CemntBd,0.0,546.0,180921.19589041095
20,RL,6953,Inside,1Fam,7,1971,2004,VinylSd,0.0,864.0,180921.19589041095
20,RL,12887,Inside,1Fam,7,1984,1984,VinylSd,590.0,833.0,180921.19589041095
90,RL,7700,Inside,Duplex,2,1985,1986,HdBoard,0.0,1216.0,180921.19589041095
60,RL,10475,Inside,1Fam,5,1991,1991,HdBoard,0.0,624.0,180921.19589041095
50,RL,10544,Inside,1Fam,5,1969,1969,HdBoard,0.0,864.0,180921.19589041095
20,RL,9892,Inside,1Fam,5,1994,1995,VinylSd,284.0,1679.0,180921.19589041095
60,RL,12961,Inside,1Fam,5,1993,1994,VinylSd,0.0,1152.0,180921.19589041095
20,RL,13008,Inside,1Fam,5,1956,1956,MetalSd,0.0,882.0,180921.19589041095
20,RL,10200,Inside,1Fam,5,1974,1974,Plywood,0.0,1434.0,180921.19589041095
60,RL,10179,Corner,1Fam,5,1997,1997,VinylSd,0.0,945.0,180921.19589041095
60,RL,11792,Inside,1Fam,5,2003,2003,VinylSd,0.0,1008.0,180921.19589041095
80,RL,8400,Inside,1Fam,5,1996,1997,HdBoard,0.0,384.0,180921.19589041095
120,RL,7296,CulDSac,TwnhsE,5,2004,2005,CemntBd,0.0,2208.0,180921.19589041095
120,RL,7380,Corner,1Fam,5,1998,1998,CemntBd,0.0,1418.0,180921.19589041095
120,RL,8013,Corner,TwnhsE,5,1995,1996,CemntBd,0.0,1587.0,180921.19589041095
80,RL,8923,Inside,1Fam,5,1998,1998,VinylSd,0.0,384.0,180921.19589041095
60,RL,7500,Inside,1Fam,5,1998,1999,VinylSd,0.0,952.0,180921.19589041095
60,RL,8803,Inside,1Fam,5,1994,1995,HdBoard,0.0,707.0,180921.19589041095
20,RL,7250,Inside,1Fam,5,1993,1993,HdBoard,0.0,1181.0,180921.19589041095
60,RL,11900,Inside,1Fam,6,1977,1977,HdBoard,0.0,1122.0,180921.19589041095
60,RL,13250,Inside,1Fam,6,1978,1978,HdBoard,0.0,832.0,180921.19589041095
20,RL,10928,Inside,1Fam,6,1978,1986,VinylSd,0.0,1427.0,180921.19589041095
60,RL,12388,Inside,1Fam,7,1980,1991,Plywood,0.0,1043.0,180921.19589041095
20,RL,11088,Inside,1Fam,5,1978,1998,HdBoard,0.0,1140.0,180921.19589041095
60,FV,7000,Inside,1Fam,5,2003,2003,CemntBd,0.0,926.0,180921.19589041095
60,FV,7500,Inside,1Fam,5,2000,2001,VinylSd,0.0,1058.0,180921.19589041095
60,FV,8470,Corner,1Fam,5,2002,2002,VinylSd,276.0,972.0,180921.19589041095
20,RL,9373,CulDSac,1Fam,7,1975,1975,HdBoard,168.0,1621.0,180921.19589041095
20,RL,10140,Inside,1Fam,6,1974,1974,Plywood,0.0,1116.0,180921.19589041095
20,RL,11050,Corner,1Fam,5,1975,1975,Plywood,0.0,1176.0,180921.19589041095
20,RL,7830,Inside,1Fam,5,1970,1970,HdBoard,0.0,1180.0,180921.19589041095
20,RL,8510,Inside,1Fam,7,1971,1971,Plywood,0.0,1043.0,180921.19589041095
20,RL,7038,Inside,1Fam,6,1970,1970,VinylSd,0.0,864.0,180921.19589041095
20,RL,9000,FR2,1Fam,7,1971,2006,VinylSd,0.0,864.0,180921.19589041095
160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0.0,483.0,180921.19589041095
160,RM,1680,Inside,Twnhs,6,1972,1972,HdBoard,294.0,483.0,180921.19589041095
160,RL,2308,FR2,TwnhsE,5,1976,1976,Plywood,0.0,804.0,180921.19589041095
120,RL,2280,FR2,Twnhs,5,1975,1975,Plywood,622.0,1057.0,180921.19589041095
160,RL,2349,Inside,Twnhs,5,1977,1977,Plywood,0.0,855.0,180921.19589041095
160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0.0,804.0,180921.19589041095
160,RL,2364,Inside,TwnhsE,5,1978,1978,Plywood,0.0,855.0,180921.19589041095
120,RL,2104,Inside,TwnhsE,6,1976,1976,Plywood,0.0,836.0,180921.19589041095
20,RL,10710,Inside,1Fam,7,1966,2004,HdBoard,0.0,864.0,180921.19589041095
60,RL,14257,Inside,1Fam,5,2007,2007,VinylSd,0.0,1776.0,180921.19589041095
60,RL,12350,Inside,1Fam,5,2009,2009,VinylSd,0.0,1365.0,180921.19589041095
20,RL,12350,Inside,1Fam,5,2008,2008,VinylSd,0.0,2020.0,180921.19589041095
20,RL,13693,Inside,1Fam,5,2007,2007,VinylSd,0.0,2630.0,180921.19589041095
20,RL,11578,Inside,1Fam,5,2008,2008,VinylSd,0.0,1736.0,180921.19589041095
20,RL,16870,FR3,1Fam,5,2004,2005,VinylSd,0.0,1782.0,180921.19589041095
60,RL,23303,CulDSac,1Fam,5,2007,2007,VinylSd,0.0,1508.0,180921.19589041095
20,RL,10367,Inside,1Fam,5,2008,2008,VinylSd,0.0,1739.0,180921.19589041095
20,RL,10872,Inside,1Fam,5,2006,2006,VinylSd,0.0,1504.0,180921.19589041095
20,RL,13514,Corner,1Fam,5,2008,2008,VinylSd,0.0,1774.0,180921.19589041095
20,RL,12878,Corner,1Fam,5,2003,2004,VinylSd,0.0,1760.0,180921.19589041095
20,RL,15274,Corner,1Fam,5,2003,2003,VinylSd,0.0,2452.0,180921.19589041095
60,RL,13262,Inside,1Fam,5,2003,2004,VinylSd,0.0,1082.0,180921.19589041095
20,RL,9658,Inside,1Fam,5,2006,2006,VinylSd,0.0,1598.0,180921.19589041095
120,RL,6904,Inside,TwnhsE,5,2005,2005,VinylSd,0.0,1358.0,180921.19589041095
120,RL,5122,Inside,Twnhs,5,2005,2005,VinylSd,0.0,1306.0,180921.19589041095
120,RL,10307,Inside,TwnhsE,5,2007,2008,VinylSd,0.0,1350.0,180921.19589041095
20,RL,14836,Inside,1Fam,5,2004,2005,CemntBd,0.0,2492.0,180921.19589041095
20,RL,15262,Corner,1Fam,5,2003,2004,VinylSd,0.0,2200.0,180921.19589041095
120,RL,7390,Inside,TwnhsE,5,2008,2009,MetalSd,0.0,1884.0,180921.19589041095
120,RL,6472,Inside,TwnhsE,5,2008,2008,VinylSd,0.0,1451.0,180921.19589041095
20,RL,16770,Corner,1Fam,5,2002,2003,VinylSd,0.0,1712.0,180921.19589041095
120,RL,3480,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1405.0,180921.19589041095
60,RL,10928,Inside,1Fam,5,2005,2005,VinylSd,0.0,728.0,180921.19589041095
60,RL,8918,Inside,1Fam,5,2005,2006,VinylSd,0.0,745.0,180921.19589041095
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1220.0,180921.19589041095
80,RL,9434,Inside,1Fam,5,2004,2005,WdShing,0.0,384.0,180921.19589041095
60,RL,7984,Inside,1Fam,5,2004,2005,VinylSd,0.0,868.0,180921.19589041095
60,RL,10125,Inside,1Fam,5,2004,2004,VinylSd,0.0,846.0,180921.19589041095
60,RL,8965,Inside,1Fam,5,2003,2003,VinylSd,0.0,782.0,180921.19589041095
60,RL,8174,Inside,1Fam,5,2003,2003,VinylSd,0.0,698.0,180921.19589041095
60,RL,12891,Corner,1Fam,5,2002,2002,VinylSd,0.0,870.0,180921.19589041095
80,RL,9734,Inside,1Fam,5,2004,2004,VinylSd,113.0,384.0,180921.19589041095
60,RL,8433,Inside,1Fam,5,2000,2000,VinylSd,0.0,794.0,180921.19589041095
80,RL,7750,Inside,1Fam,5,1999,2000,VinylSd,0.0,384.0,180921.19589041095
60,RL,15896,CulDSac,1Fam,5,1999,1999,VinylSd,0.0,1177.0,180921.19589041095
80,RL,7848,Inside,1Fam,6,1999,1999,VinylSd,0.0,384.0,180921.19589041095
60,RL,12720,Inside,1Fam,5,2000,2000,VinylSd,0.0,1455.0,180921.19589041095
20,RL,10750,CulDSac,1Fam,5,1994,1995,Wd Sdng,1526.0,2024.0,180921.19589041095
60,RL,9085,Inside,1Fam,5,1995,1996,VinylSd,0.0,1070.0,180921.19589041095
60,RL,11692,Inside,1Fam,5,1993,1994,HdBoard,0.0,1173.0,180921.19589041095
20,RL,11194,Inside,1Fam,5,2008,2008,VinylSd,0.0,1696.0,180921.19589041095
20,RL,10206,Inside,1Fam,5,2008,2008,VinylSd,0.0,1614.0,180921.19589041095
20,RL,10130,Inside,1Fam,5,2007,2007,VinylSd,0.0,1702.0,180921.19589041095
20,RL,9139,Inside,1Fam,5,2006,2006,VinylSd,0.0,1422.0,180921.19589041095
20,RL,11128,Corner,1Fam,5,2005,2006,VinylSd,0.0,2458.0,180921.19589041095
20,FV,7993,Inside,1Fam,5,2008,2009,VinylSd,0.0,1436.0,180921.19589041095
20,FV,8640,Inside,1Fam,5,2008,2008,VinylSd,0.0,1402.0,180921.19589041095
20,FV,12606,Inside,1Fam,5,2007,2008,VinylSd,0.0,1530.0,180921.19589041095
20,FV,7500,Inside,1Fam,5,2006,2007,VinylSd,0.0,1372.0,180921.19589041095
60,FV,10603,Inside,1Fam,5,2006,2006,VinylSd,0.0,900.0,180921.19589041095
20,FV,8125,Corner,1Fam,5,2008,2009,VinylSd,0.0,1836.0,180921.19589041095
20,FV,10625,Inside,1Fam,5,2006,2007,VinylSd,0.0,1652.0,180921.19589041095
20,FV,8736,Inside,1Fam,5,2003,2004,VinylSd,360.0,1553.0,180921.19589041095
60,FV,8127,Inside,1Fam,5,2003,2003,VinylSd,0.0,812.0,180921.19589041095
20,RL,9605,Corner,1Fam,6,2007,2007,VinylSd,0.0,1218.0,180921.19589041095
20,RL,7500,Inside,1Fam,5,2006,2006,VinylSd,0.0,1141.0,180921.19589041095
20,RL,7500,Inside,1Fam,5,2004,2004,VinylSd,0.0,1158.0,180921.19589041095
60,RL,10628,Corner,1Fam,5,2004,2004,VinylSd,0.0,835.0,180921.19589041095
20,RL,10141,Inside,1Fam,5,2004,2004,VinylSd,774.0,1512.0,180921.19589041095
20,RL,13072,Inside,1Fam,5,2004,2005,VinylSd,0.0,1114.0,180921.19589041095
20,RL,13072,Inside,1Fam,5,2004,2004,VinylSd,0.0,1114.0,180921.19589041095
20,RL,12450,Inside,1Fam,5,2003,2004,VinylSd,0.0,1114.0,180921.19589041095
20,RL,7328,Inside,1Fam,5,2008,2009,VinylSd,0.0,1450.0,180921.19589041095
60,RL,11492,CulDSac,1Fam,5,1996,1997,VinylSd,0.0,913.0,180921.19589041095
60,RL,7703,Inside,1Fam,6,1992,1992,HdBoard,364.0,816.0,180921.19589041095
120,RL,7175,Inside,TwnhsE,5,1990,1991,Plywood,0.0,1332.0,180921.19589041095
60,RL,9109,Inside,1Fam,5,1994,1994,VinylSd,596.0,754.0,180921.19589041095
60,RL,10274,CulDSac,1Fam,7,1986,1986,VinylSd,0.0,676.0,180921.19589041095
90,RL,8250,Inside,Duplex,7,1981,1981,Wd Sdng,0.0,0.0,180921.19589041095
20,RL,9750,Inside,1Fam,5,1962,1962,HdBoard,884.0,980.0,180921.19589041095
20,RL,8499,Corner,1Fam,6,1961,1961,MetalSd,0.0,864.0,180921.19589041095
20,RL,9079,Inside,1Fam,5,1961,1961,Wd Sdng,0.0,864.0,180921.19589041095
20,RL,9316,Inside,1Fam,5,1965,1965,HdBoard,0.0,1024.0,180921.19589041095
20,RL,7791,Inside,1Fam,8,1963,1995,Plywood,0.0,912.0,180921.19589041095
20,RL,7150,Inside,1Fam,6,1962,1962,VinylSd,590.0,912.0,180921.19589041095
20,RL,15676,Inside,1Fam,8,1980,1980,VinylSd,92.0,2014.0,180921.19589041095
60,RL,11949,Inside,1Fam,8,1991,2008,VinylSd,216.0,975.0,180921.19589041095
160,FV,2880,Inside,Twnhs,5,2004,2005,MetalSd,0.0,1376.0,180921.19589041095
120,FV,3830,Inside,TwnhsE,5,2008,2008,VinylSd,0.0,1726.0,180921.19589041095
120,FV,4217,Inside,TwnhsE,5,2008,2008,VinylSd,0.0,1145.0,180921.19589041095
160,FV,2998,Inside,TwnhsE,5,2000,2000,MetalSd,0.0,756.0,180921.19589041095
160,FV,3768,FR2,TwnhsE,5,1999,1999,MetalSd,0.0,691.0,180921.19589041095
20,RL,14694,Inside,1Fam,9,1977,2008,MetalSd,136.0,1694.0,180921.19589041095
20,RL,15417,Inside,1Fam,5,1981,1981,BrkFace,0.0,1740.0,180921.19589041095
80,RL,9600,FR2,1Fam,5,1976,1976,Plywood,0.0,392.0,180921.19589041095
60,RL,12732,CulDSac,1Fam,6,1974,1974,VinylSd,42.0,752.0,180921.19589041095
60,RL,10400,Inside,1Fam,7,1967,1997,MetalSd,0.0,932.0,180921.19589041095
20,RL,9600,Inside,1Fam,5,1969,1969,HdBoard,147.0,1288.0,180921.19589041095
20,RL,9000,Inside,1Fam,5,1969,1969,HdBoard,0.0,1216.0,180921.19589041095
60,RL,13774,Inside,1Fam,7,1977,1992,HdBoard,0.0,908.0,180921.19589041095
20,RL,7130,Inside,1Fam,6,1967,1967,HdBoard,0.0,864.0,180921.19589041095
20,RL,9600,Inside,1Fam,5,1967,1967,HdBoard,0.0,1568.0,180921.19589041095
60,RL,9600,Inside,1Fam,5,1974,1974,Plywood,0.0,1165.0,180921.19589041095
85,RL,16500,Inside,1Fam,5,1971,1971,HdBoard,0.0,1232.0,180921.19589041095
20,RL,7436,Inside,1Fam,7,1960,1960,VinylSd,0.0,894.0,180921.19589041095
20,RL,8125,Inside,1Fam,7,1959,1959,MetalSd,0.0,864.0,180921.19589041095
20,RL,9450,Corner,1Fam,5,1957,1957,Wd Sdng,0.0,1040.0,180921.19589041095
20,RL,13495,Corner,1Fam,6,1956,1956,Wd Sdng,201.0,1048.0,180921.19589041095
20,RL,9350,Inside,1Fam,6,1961,1995,Wd Sdng,512.0,1313.0,180921.19589041095
20,RL,10500,Inside,1Fam,5,1964,1964,HdBoard,0.0,1292.0,180921.19589041095
60,RL,8970,Corner,1Fam,6,1965,1965,MetalSd,0.0,744.0,180921.19589041095
80,RL,11475,Corner,1Fam,6,1961,1961,HdBoard,0.0,1208.0,180921.19589041095
20,RL,9768,Inside,1Fam,5,1955,1955,Wd Sdng,247.0,960.0,180921.19589041095
20,RL,9900,Inside,1Fam,5,1967,1967,BrkComm,0.0,1680.0,180921.19589041095
20,RL,10573,Corner,1Fam,6,1961,1961,MetalSd,0.0,1453.0,180921.19589041095
20,RL,14695,Inside,1Fam,8,1966,2008,MetalSd,0.0,1562.0,180921.19589041095
20,RL,8760,Inside,1Fam,7,1956,1956,Wd Sdng,0.0,1169.0,180921.19589041095
20,RL,12285,Inside,1Fam,6,1960,1960,Plywood,0.0,1329.0,180921.19589041095
20,RL,9240,Inside,1Fam,8,1959,1998,MetalSd,0.0,988.0,180921.19589041095
20,RL,8750,Inside,1Fam,5,1956,1956,BrkFace,202.0,1202.0,180921.19589041095
20,RL,8750,Inside,1Fam,5,1955,1955,AsbShng,483.0,1382.0,180921.19589041095
20,RL,10400,Corner,1Fam,5,1956,1956,Plywood,750.0,1200.0,180921.19589041095
90,RL,9482,Inside,Duplex,4,1958,1958,Wd Sdng,0.0,1866.0,180921.19589041095
20,RL,8128,CulDSac,1Fam,7,1954,1954,MetalSd,0.0,1062.0,180921.19589041095
20,RL,13070,Corner,1Fam,5,1951,1951,MetalSd,0.0,631.0,180921.19589041095
30,RL,8480,Corner,1Fam,6,1945,1950,MetalSd,0.0,793.0,180921.19589041095
20,RL,7626,Inside,1Fam,8,1952,2005,Wd Sdng,0.0,1031.0,180921.19589041095
20,RL,9533,Inside,1Fam,5,1953,1953,Wd Sdng,0.0,0.0,180921.19589041095
60,RL,11419,Corner,1Fam,7,1948,1999,WdShing,0.0,699.0,180921.19589041095
20,RL,9600,Inside,1Fam,6,1950,1950,Wd Sdng,0.0,1200.0,180921.19589041095
20,RL,5470,Inside,1Fam,5,1958,1958,MetalSd,0.0,792.0,180921.19589041095
60,RL,10800,Inside,1Fam,7,1939,2006,VinylSd,0.0,676.0,180921.19589041095
70,RL,8146,Corner,1Fam,8,1900,2003,MetalSd,0.0,405.0,180921.19589041095
30,RL,10230,Inside,1Fam,7,1925,1950,MetalSd,0.0,1054.0,180921.19589041095
50,RL,10410,Inside,1Fam,5,1915,1950,MetalSd,0.0,1313.0,180921.19589041095
70,RL,7200,Corner,1Fam,9,1910,2008,VinylSd,0.0,560.0,180921.19589041095
30,RL,5400,Inside,1Fam,5,1940,1950,Stucco,0.0,416.0,180921.19589041095
30,RL,10800,Inside,1Fam,7,1920,1950,Wd Sdng,0.0,720.0,180921.19589041095
30,RL,10800,Corner,1Fam,5,1890,1998,VinylSd,0.0,630.0,180921.19589041095
90,RL,9671,Corner,Duplex,5,1969,1969,MetalSd,0.0,1248.0,180921.19589041095
20,RL,10143,Inside,1Fam,7,1963,1963,HdBoard,0.0,1380.0,180921.19589041095
20,RL,11500,Inside,1Fam,4,1967,1967,HdBoard,60.0,1040.0,180921.19589041095
20,RL,8010,Inside,1Fam,9,1958,2007,Wd Sdng,0.0,951.0,180921.19589041095
20,RL,10454,Corner,1Fam,6,1957,1957,Plywood,0.0,1105.0,180921.19589041095
20,RL,9000,Inside,1Fam,6,1958,1958,Wd Sdng,0.0,160.0,180921.19589041095
50,RL,8064,Inside,1Fam,5,1950,1950,Wd Sdng,0.0,795.0,180921.19589041095
20,RL,7350,Inside,1Fam,6,1958,1958,BrkFace,0.0,1041.0,180921.19589041095
20,RL,7200,Corner,1Fam,7,1952,1952,MetalSd,102.0,732.0,180921.19589041095
80,RL,8000,Inside,1Fam,5,1959,1959,BrkFace,95.0,528.0,180921.19589041095
50,RL,10800,Inside,1Fam,7,1949,1996,MetalSd,0.0,832.0,180921.19589041095
50,RL,8064,Corner,1Fam,7,1948,1994,MetalSd,0.0,864.0,180921.19589041095
60,RL,7570,Corner,1Fam,5,1964,1964,HdBoard,0.0,780.0,180921.19589041095
90,RL,8604,Inside,Duplex,7,1978,1978,Plywood,0.0,941.0,180921.19589041095
20,RL,7936,Inside,1Fam,6,1963,1963,HdBoard,0.0,1045.0,180921.19589041095
50,RM,4080,Inside,1Fam,8,1935,1998,Wd Sdng,0.0,901.0,180921.19589041095
90,RM,10307,Inside,Duplex,5,1910,1950,Wd Sdng,0.0,972.0,180921.19589041095
50,RM,15660,Inside,1Fam,8,1910,2003,VinylSd,0.0,240.0,180921.19589041095
70,RM,9900,Corner,1Fam,8,1910,2002,VinylSd,0.0,504.0,180921.19589041095
70,RM,6406,Inside,1Fam,6,1939,1950,Wd Sdng,0.0,690.0,180921.19589041095
190,RM,7627,Corner,2fmCon,6,1920,1950,AsbShng,0.0,600.0,180921.19589041095
50,RM,10134,Inside,1Fam,5,1910,1950,MetalSd,0.0,801.0,180921.19589041095
50,RM,6000,Inside,1Fam,7,1950,1970,Wd Sdng,0.0,768.0,180921.19589041095
30,RM,7404,Corner,1Fam,6,1920,1950,MetalSd,0.0,861.0,180921.19589041095
30,RM,5925,Corner,1Fam,4,1940,1950,MetalSd,0.0,0.0,180921.19589041095
30,RM,8520,Inside,1Fam,8,1923,1950,Stucco,0.0,624.0,180921.19589041095
70,RM,9600,Inside,1Fam,4,1910,1950,VinylSd,0.0,677.0,180921.19589041095
70,RM,8400,Corner,1Fam,7,1900,1950,Stucco,0.0,917.0,180921.19589041095
70,RM,3600,Inside,1Fam,7,1917,2007,Stucco,0.0,624.0,180921.19589041095
30,C (all),3300,Inside,1Fam,3,1910,1950,Stucco,0.0,624.0,180921.19589041095
50,RM,5400,Inside,1Fam,6,1920,1950,MetalSd,0.0,972.0,180921.19589041095
70,RM,9720,Inside,1Fam,7,1910,2002,MetalSd,0.0,741.0,180921.19589041095
30,C (all),9392,Corner,1Fam,3,1900,1950,AsbShng,0.0,245.0,180921.19589041095
30,RL,6615,Inside,1Fam,6,1923,1950,MetalSd,0.0,1022.0,180921.19589041095
70,RL,4960,Inside,1Fam,7,1930,1982,WdShing,0.0,297.0,180921.19589041095
50,RM,6000,Corner,1Fam,5,1924,1950,Stucco,0.0,468.0,180921.19589041095
30,RM,6120,Inside,1Fam,6,1925,1999,MetalSd,0.0,960.0,180921.19589041095
50,RM,6120,Inside,1Fam,6,1938,1950,Wd Sdng,0.0,952.0,180921.19589041095
30,RM,8635,Inside,1Fam,5,1925,1950,Wd Sdng,0.0,1072.0,180921.19589041095
70,RM,8094,Inside,1Fam,6,1915,1950,MetalSd,0.0,1048.0,180921.19589041095
70,RM,9928,Inside,1Fam,8,1915,1994,Wd Sdng,0.0,672.0,180921.19589041095
90,RM,3000,Inside,Duplex,1,1922,1950,MetalSd,0.0,1040.0,180921.19589041095
70,RM,6876,Inside,1Fam,5,1927,1950,Plywood,0.0,720.0,180921.19589041095
70,RM,5775,Corner,1Fam,7,1915,2002,Wd Sdng,0.0,483.0,180921.19589041095
190,RM,5852,Corner,2fmCon,5,1902,2000,MetalSd,0.0,1020.0,180921.19589041095
50,RM,5160,Corner,1Fam,6,1927,1950,MetalSd,0.0,1204.0,180921.19589041095
85,RM,5160,Inside,1Fam,6,1923,1950,MetalSd,63.0,858.0,180921.19589041095
190,RM,10320,Inside,2fmCon,7,1915,1965,MetalSd,262.0,698.0,180921.19589041095
20,RL,4280,Inside,1Fam,9,1946,2001,MetalSd,0.0,560.0,180921.19589041095
90,RL,10800,Inside,Duplex,5,1987,1988,Plywood,0.0,1200.0,180921.19589041095
90,RL,10547,Inside,Duplex,5,1978,1978,Plywood,0.0,1152.0,180921.19589041095
50,RL,9780,Inside,1Fam,3,1934,1950,MetalSd,0.0,585.0,180921.19589041095
20,RL,11625,Inside,1Fam,6,1967,1967,HdBoard,0.0,1052.0,180921.19589041095
85,RL,8014,CulDSac,1Fam,5,1978,1978,Plywood,0.0,456.0,180921.19589041095
80,RL,15400,Inside,1Fam,5,1961,1961,HdBoard,0.0,552.0,180921.19589041095
80,RL,15312,Inside,1Fam,5,1960,1960,Wd Sdng,0.0,1138.0,180921.19589041095
80,RL,15584,Inside,1Fam,5,1956,1956,Wd Sdng,0.0,825.0,180921.19589041095
20,RL,9000,Corner,1Fam,2,1947,1950,Wd Sdng,0.0,0.0,180921.19589041095
20,RL,15635,CulDSac,1Fam,5,1954,1954,VinylSd,0.0,0.0,180921.19589041095
20,RL,9571,Inside,1Fam,5,1956,1956,MetalSd,0.0,1073.0,180921.19589041095
60,RL,9350,Inside,1Fam,7,1946,1950,MetalSd,0.0,747.0,180921.19589041095
20,RL,7440,Inside,1Fam,6,1954,1954,Wd Sdng,0.0,1089.0,180921.19589041095
120,RL,4235,Inside,TwnhsE,5,1984,1984,HdBoard,393.0,1049.0,180921.19589041095
80,RL,10778,Inside,1Fam,6,1990,1991,HdBoard,286.0,1054.0,180921.19589041095
80,RL,19255,Inside,1Fam,5,1983,1983,Wd Sdng,450.0,520.0,180921.19589041095
60,RL,10560,Corner,1Fam,5,1993,1994,VinylSd,0.0,1079.0,180921.19589041095
70,RL,26400,FR2,1Fam,7,1880,2007,HdBoard,0.0,0.0,180921.19589041095
90,RL,7018,Inside,Duplex,5,1979,1979,HdBoard,0.0,0.0,180921.19589041095
90,RL,7018,Inside,Duplex,5,1979,1979,HdBoard,0.0,0.0,180921.19589041095
90,RL,7040,Inside,Duplex,5,1979,1979,Plywood,0.0,1094.0,180921.19589041095
90,RL,7007,Inside,Duplex,5,1979,1979,HdBoard,0.0,0.0,180921.19589041095
90,RL,11855,Inside,Duplex,5,2000,2000,VinylSd,0.0,1168.0,180921.19589041095
90,RL,7939,Inside,Duplex,5,2000,2000,VinylSd,0.0,1168.0,180921.19589041095
90,RL,7976,Inside,Duplex,5,2000,2000,VinylSd,0.0,1168.0,180921.19589041095
